bill_id,date,chamber,sequence,action
1768592,2023-10-04,House,21,"Re-reported on concurrence, as amended"
1768592,2023-10-04,House,22,"House concurred in Senate amendments, as amended by the House (121-82)"
1768592,2023-10-04,Senate,23,"In the Senate"
1768592,2023-10-16,Senate,24,"Referred to RULES AND EXECUTIVE NOMINATIONS"
1768592,2023-12-13,Senate,25,"Re-reported on concurrence, as amended"
1768592,2023-12-13,Senate,26,"Senate concurred in House amendments to Senate amendments, as amended by the Senate (45-5)"
1768592,2023-12-13,House,27,"In the House"
1768592,2023-12-13,House,28,"Referred to RULES"
1768592,2023-12-13,House,29,"Re-reported on concurrence, as committed"
1768592,2023-12-13,House,30,"House concurred in Senate amendments to House amendments, as amended by the Senate (154-49)"
1768592,2023-12-13,House,31,"Signed in House"
1768592,2023-12-13,House,32,"Signed in Senate"
1768592,2023-12-13,House,33,"Presented to the Governor"
1768592,2023-12-13,House,34,"Approved by the Governor"
1768592,2023-12-13,House,35,"Act No. 34 of 2023"
1768831,2023-05-26,Senate,1,"Referred to COMMUNITY, ECONOMIC AND RECREATIONAL DEVELOPMENT"
1768847,2023-05-26,Senate,1,"Referred to HEALTH AND HUMAN SERVICES"
1768847,2023-06-20,Senate,2,"Reported as amended"
1768847,2023-06-20,Senate,3,"First consideration"
1768847,2023-06-21,Senate,4,"Second consideration"
1768847,2023-06-21,Senate,5,"Re-referred to APPROPRIATIONS"
1768847,2023-09-18,Senate,6,"Re-reported as committed"
1768847,2023-09-18,Senate,7,"Third consideration and final passage (45-0)"
1768847,2023-09-18,House,8,"In the House"
1768847,2023-09-19,House,9,"Referred to HEALTH"
1768863,2023-05-31,House,1,"Referred to ENVIRONMENTAL RESOURCES AND ENERGY"
1768863,2023-06-06,House,2,"Reported as committed"
1768863,2023-06-29,House,3,"Amended and Adopted (102-101)"
1768881,2023-05-31,House,1,"Referred to STATE GOVERNMENT"
1769215,2023-05-30,House,1,"Referred to JUDICIARY"
1769215,2023-06-28,House,2,"Reported as amended"
1769215,2023-06-28,House,3,"First consideration"
1769215,2023-06-28,House,4,"Re-committed to RULES"
1769215,2023-09-22,House,5,"Re-reported as committed"
1769215,2023-09-22,House,6,"Laid on the table"
1769215,2023-09-22,House,7,"Removed from table"
1769215,2023-09-26,House,8,"Second consideration, with amendments"
1769215,2023-09-26,House,9,"Re-committed to APPROPRIATIONS"
1769215,2023-09-27,House,10,"Re-reported as committed"
1769215,2023-10-16,House,11,"Third consideration and final passage (110-93)"
1769215,2023-10-16,Senate,12,"In the Senate"
1769215,2023-10-19,Senate,13,"Referred to JUDICIARY"
1769215,2023-11-14,Senate,14,"Reported as amended"
1769215,2023-11-14,Senate,15,"First consideration"
1769215,2023-11-15,Senate,16,"Second consideration"
1769215,2023-11-15,Senate,17,"Re-referred to APPROPRIATIONS"
1769215,2023-12-11,Senate,18,"Re-reported as committed"
1769215,2023-12-11,Senate,19,"Third consideration and final passage (40-8)"
1769215,2023-12-11,House,20,"In the House"
1769215,2023-12-12,House,21,"Referred to RULES"
1769215,2023-12-12,House,22,"Re-reported on concurrence, as committed"
1769215,2023-12-12,House,23,"House concurred in Senate amendments (181-22)"
1769215,2023-12-12,House,24,"Signed in House"
1769215,2023-12-13,House,25,"Signed in Senate"
1769215,2023-12-14,House,26,"Presented to the Governor"
1769215,2023-12-14,House,27,"Approved by the Governor"
1769215,2023-12-14,House,28,"Act No. 53 of 2023"
1769223,2023-05-31,House,1,"Referred to FINANCE"
1769223,2023-06-06,House,2,"Reported as committed"
1769223,2023-06-06,House,3,"First consideration"
1769223,2023-06-06,House,4,"Re-committed to RULES"
1769223,2023-06-07,House,5,"Re-reported as committed"
1769223,2023-06-07,House,6,"Second consideration"
1769223,2023-06-07,House,7,"Re-committed to APPROPRIATIONS"
1769223,2023-06-12,House,8,"Re-reported as committed"
1769223,2023-06-12,House,9,"Third consideration and final passage (122-81)"
1769223,2023-06-12,Senate,10,"In the Senate"
1769223,2023-06-26,Senate,11,"Referred to FINANCE"
1769236,2023-05-31,House,1,"Referred to HOUSING AND COMMUNITY DEVELOPMENT"
1769246,2023-05-31,House,1,"Referred to APPROPRIATIONS"
1769260,2023-05-31,House,1,"Referred to APPROPRIATIONS"
1769268,2023-05-31,House,1,"Referred to ENVIRONMENTAL RESOURCES AND ENERGY"
1769280,2023-05-31,House,1,"Referred to AGRICULTURE AND RURAL AFFAIRS"
1769280,2023-06-20,House,2,"Reported as committed"
1769280,2023-06-22,House,3,"Adopted (202-1)"
1769288,2023-05-31,House,1,"Referred to ENVIRONMENTAL RESOURCES AND ENERGY"
1769300,2023-05-31,House,1,"Referred to AGRICULTURE AND RURAL AFFAIRS"
1769336,2023-05-31,House,1,"Referred to TRANSPORTATION"
1769355,2023-05-31,House,1,"Referred to JUDICIARY"
1769355,2023-06-14,House,2,"Reported as committed"
1769355,2023-06-14,House,3,"First consideration"
1769355,2023-06-14,House,4,"Re-committed to RULES"
1769355,2023-06-21,House,5,"Re-reported as committed"
1769355,2023-06-22,House,6,"Second consideration"
1769355,2023-06-22,House,7,"Re-committed to APPROPRIATIONS"
1769355,2023-06-26,House,8,"Re-reported as committed"
1769355,2023-06-26,House,9,"Third consideration and final passage (203-0)"
1769355,2023-06-26,Senate,10,"In the Senate"
1769355,2023-06-30,Senate,11,"Referred to LAW AND JUSTICE"
1769355,2023-12-11,Senate,12,"Reported as committed"
1769355,2023-12-11,Senate,13,"First consideration"
1769355,2023-12-12,Senate,14,"Second consideration"
1769355,2023-12-12,Senate,15,"Re-referred to APPROPRIATIONS"
1769387,2023-05-31,Senate,1,"Referred to RULES AND EXECUTIVE NOMINATIONS"
1769394,2023-05-31,House,1,"Referred to TRANSPORTATION"
1769402,2023-05-31,House,1,"Referred to ENVIRONMENTAL RESOURCES AND ENERGY"
1769402,2023-06-06,House,2,"Reported as committed"
1769402,2023-06-06,House,3,"First consideration"
1769402,2023-06-06,House,4,"Re-committed to RULES"
1769402,2023-09-22,House,5,"Re-reported as committed"
1769402,2023-09-22,House,6,"Laid on the table"
1769402,2023-09-22,House,7,"Removed from table"
1769402,2023-09-22,House,8,"Re-committed to RULES"
1769408,2023-05-31,Senate,1,"Referred to RULES AND EXECUTIVE NOMINATIONS"
1769414,2023-05-31,House,1,"Referred to TRANSPORTATION"
1769414,2023-06-05,House,2,"Reported as committed"
1769414,2023-06-05,House,3,"First consideration"
1769414,2023-06-05,House,4,"Laid on the table"
1769414,2023-06-12,House,5,"Removed from table"
1769414,2023-06-13,House,6,"Second consideration"
1769414,2023-06-13,House,7,"Re-committed to APPROPRIATIONS"
1769414,2023-06-14,House,8,"Re-reported as committed"
1769414,2023-06-20,House,9,"Third consideration and final passage (198-5)"
1769414,2023-06-20,Senate,10,"In the Senate"
1769414,2023-06-30,Senate,11,"Referred to TRANSPORTATION"
1769414,2024-10-09,Senate,12,"Reported as committed"
1769414,2024-10-09,Senate,13,"First consideration"
1769423,2023-05-31,Senate,1,"Referred to RULES AND EXECUTIVE NOMINATIONS"
1769428,2023-05-31,House,1,"Referred to TRANSPORTATION"
1769428,2023-06-12,House,2,"Reported as amended"
1769428,2023-06-12,House,3,"First consideration"
1769428,2023-06-12,House,4,"Re-committed to RULES"
1769428,2023-06-21,House,5,"Re-reported as committed"
1769428,2023-06-22,House,6,"Second consideration, with amendments"
1769428,2023-06-22,House,7,"Re-committed to APPROPRIATIONS"
1769428,2023-06-26,House,8,"Re-reported as committed"
1769428,2023-06-26,House,9,"Third consideration and final passage (141-62)"
1769428,2023-06-26,Senate,10,"In the Senate"
1769428,2023-06-30,Senate,11,"Referred to TRANSPORTATION"
1769428,2023-10-24,Senate,12,"Reported as amended"
1769428,2023-10-24,Senate,13,"First consideration"
1769428,2023-10-25,Senate,14,"Second consideration"
1769428,2023-10-25,Senate,15,"Re-committed to TRANSPORTATION"
1769428,2023-12-12,Senate,16,"Re-reported as amended"
1769428,2023-12-13,Senate,17,"Re-referred to APPROPRIATIONS"
1769428,2023-12-13,Senate,18,"Re-reported as committed"
1769428,2023-12-13,Senate,19,"Third consideration and final passage (47-3)"
1769428,2023-12-13,House,20,"In the House"
1769428,2023-12-13,House,21,"Referred to RULES"
1769428,2023-12-13,House,22,"Re-reported on concurrence, as committed"
1769428,2023-12-13,House,23,"House concurred in Senate amendments (121-82)"
1769428,2023-12-13,House,24,"Signed in House"
1769428,2023-12-13,House,25,"Signed in Senate"
1769428,2023-12-14,House,26,"Presented to the Governor"
1769428,2023-12-14,House,27,"Approved by the Governor"
1769428,2023-12-14,House,28,"Act No. 38 of 2023"
1769432,2023-05-31,Senate,1,"Referred to LABOR AND INDUSTRY"
1769440,2023-05-31,Senate,1,"Referred to RULES AND EXECUTIVE NOMINATIONS"
1769444,2023-05-31,Senate,1,"Referred to URBAN AFFAIRS AND HOUSING"
1769449,2023-06-01,House,1,"Referred to EDUCATION"
1769454,2023-06-01,House,1,"Referred to HUMAN SERVICES"
1769462,2023-05-31,Senate,1,"Referred to RULES AND EXECUTIVE NOMINATIONS"
1769472,2023-05-31,Senate,1,"Referred to TRANSPORTATION"
1769472,2023-06-27,Senate,2,"Reported as amended"
1769472,2023-06-27,Senate,3,"First consideration"
1769472,2023-06-30,Senate,4,"Second consideration"
1769472,2023-06-30,Senate,5,"Re-referred to APPROPRIATIONS"
1769478,2023-06-01,House,1,"Referred to LABOR AND INDUSTRY"
1769488,2023-06-01,House,1,"Referred to JUDICIARY"
1769488,2023-06-21,House,2,"Reported as amended"
1769488,2023-06-21,House,3,"First consideration"
1769488,2023-06-21,House,4,"Re-committed to RULES"
1769488,2023-06-27,House,5,"Re-reported as committed"
1769488,2023-06-27,House,6,"Second consideration, with amendments"
1769488,2023-06-27,House,7,"Re-committed to APPROPRIATIONS"
1769488,2023-06-28,House,8,"Re-reported as committed"
1769488,2023-06-28,House,9,"Third consideration and final passage (200-3)"
1769488,2023-06-28,Senate,10,"In the Senate"
1769488,2023-07-20,Senate,11,"Referred to JUDICIARY"
1769488,2023-12-11,Senate,12,"Reported as committed"
1769488,2023-12-11,Senate,13,"First consideration"
1769488,2023-12-12,Senate,14,"Second consideration"
1769488,2023-12-13,Senate,15,"Third consideration and final passage (50-0)"
1769488,2023-12-13,Senate,16,"Signed in House"
1769488,2023-12-13,Senate,17,"Signed in Senate"
1769488,2023-12-14,Senate,18,"Presented to the Governor"
1769488,2023-12-14,Senate,19,"Approved by the Governor"
1769488,2023-12-14,Senate,20,"Act No. 54 of 2023"
1769492,2023-05-31,Senate,1,"Referred to AGRICULTURE AND RURAL AFFAIRS"
1769492,2023-06-06,Senate,2,"Reported as amended"
1769492,2023-06-06,Senate,3,"First consideration"
1769492,2023-06-07,Senate,4,"Second consideration"
1769492,2023-06-07,Senate,5,"Re-referred to APPROPRIATIONS"
1769492,2023-06-19,Senate,6,"Re-reported as committed"
1769492,2023-06-19,Senate,7,"Amended on third consideration (47-3)"
1769492,2023-06-20,Senate,8,"Third consideration and final passage (43-7)"
1769492,2023-06-20,House,9,"In the House"
1769492,2023-06-21,House,10,"Referred to AGRICULTURE AND RURAL AFFAIRS"
1769492,2023-06-22,House,11,"Reported as committed"
1769492,2023-06-22,House,12,"First consideration"
1769492,2023-06-22,House,13,"Laid on the table"
1769492,2023-06-26,House,14,"Removed from table"
1769492,2023-06-27,House,15,"Second consideration"
1769492,2023-06-27,House,16,"Re-referred to APPROPRIATIONS"
1769492,2023-10-18,House,17,"Re-reported as committed"
1769492,2023-10-18,House,18,"Third consideration and final passage (143-60)"
1769492,2023-10-23,House,19,"Signed in Senate"
1769492,2023-10-23,House,20,"Signed in House"
1769492,2023-10-23,House,21,"Presented to the Governor"
1769492,2023-10-23,House,22,"Approved by the Governor"
1769492,2023-10-23,House,23,"Act No. 18 of 2023"
1769538,2023-06-01,House,1,"Referred to STATE GOVERNMENT"
1769602,2023-06-01,House,1,"Referred to EDUCATION"
1769602,2024-07-01,House,2,"Reported as committed"
1769602,2024-07-01,House,3,"First consideration"
1769602,2024-07-01,House,4,"Re-committed to RULES"
1769602,2024-07-10,House,5,"Re-reported as committed"
1769602,2024-07-10,House,6,"Second consideration, with amendments"
1769602,2024-07-10,House,7,"Re-committed to APPROPRIATIONS"
1769602,2024-07-11,House,8,"Re-reported as committed"
1769602,2024-07-11,House,9,"Third consideration and final passage (196-6)"
1769602,2024-07-11,Senate,10,"In the Senate"
1769602,2024-07-12,Senate,11,"Referred to EDUCATION"
1769613,2023-06-01,House,1,"Referred to TRANSPORTATION"
1769613,2023-06-29,House,2,"Reported as amended"
1769613,2023-06-29,House,3,"First consideration"
1769613,2023-06-29,House,4,"Re-committed to RULES"
1769613,2023-09-22,House,5,"Re-reported as committed"
1769613,2023-09-22,House,6,"Laid on the table"
1769613,2023-09-22,House,7,"Removed from table"
1769613,2023-09-26,House,8,"Second consideration"
1769613,2023-09-26,House,9,"Re-committed to APPROPRIATIONS"
1769613,2023-09-27,House,10,"Re-reported as committed"
1769613,2023-09-27,House,11,"Third consideration and final passage (161-41)"
1769613,2023-09-27,Senate,12,"In the Senate"
1769613,2023-10-04,Senate,13,"Referred to TRANSPORTATION"
1769628,2023-06-01,House,1,"Referred to ENVIRONMENTAL RESOURCES AND ENERGY"
1769646,2023-06-01,Senate,1,"Referred to FINANCE"
1769646,2023-06-07,Senate,2,"Reported as committed"
1769646,2023-06-07,Senate,3,"First consideration"
1769646,2023-06-19,Senate,4,"Second consideration"
1769646,2023-06-19,Senate,5,"Re-referred to APPROPRIATIONS"
1769646,2024-06-03,Senate,6,"Re-reported as amended"
1769646,2024-06-04,Senate,7,"Third consideration and final passage (37-13)"
1769646,2024-06-04,House,8,"In the House"
1769646,2024-06-05,House,9,"Referred to FINANCE"
1769662,2023-06-01,House,1,"Referred to HOUSING AND COMMUNITY DEVELOPMENT"
1769679,2023-06-01,Senate,1,"Referred to COMMUNITY, ECONOMIC AND RECREATIONAL DEVELOPMENT"
1769698,2023-06-02,House,1,"Referred to JUDICIARY"
1769698,2023-06-27,House,2,"Reported as amended"
1769698,2023-06-27,House,3,"First consideration"
1769698,2023-06-27,House,4,"Re-committed to RULES"
1769698,2023-06-28,House,5,"Re-reported as committed"
1769698,2023-10-16,House,6,"Laid on the table (Pursuant to House Rule 71)"
1769701,2023-06-01,Senate,1,"Referred to LOCAL GOVERNMENT"
1769701,2023-06-06,Senate,2,"Reported as committed"
1769701,2023-06-06,Senate,3,"First consideration"
1769701,2023-06-07,Senate,4,"Second consideration"
1769701,2023-06-07,Senate,5,"Re-referred to APPROPRIATIONS"
1769701,2023-09-18,Senate,6,"Re-reported as committed"
1769701,2023-10-02,Senate,7,"Third consideration and final passage (49-0)"
1769701,2023-10-02,House,8,"In the House"
1769701,2023-10-03,House,9,"Referred to LOCAL GOVERNMENT"
1769706,2023-06-02,House,1,"Referred to HEALTH"
1769706,2023-09-27,House,2,"Reported as committed"
1769706,2023-12-11,House,3,"Laid on the table (Pursuant to House Rule 71)"
1769713,2023-06-01,House,1,"Referred to PROFESSIONAL LICENSURE"
1769713,2023-06-07,House,2,"Reported as amended"
1769713,2023-06-07,House,3,"First consideration"
1769713,2023-06-07,House,4,"Re-committed to RULES"
1769713,2023-06-14,House,5,"Re-reported as committed"
1769713,2023-06-14,House,6,"Second consideration, with amendments"
1769713,2023-06-14,House,7,"Re-committed to APPROPRIATIONS"
1769713,2023-06-20,House,8,"Re-reported as committed"
1769713,2023-06-20,House,9,"Third consideration and final passage (177-26)"
1769713,2023-06-20,Senate,10,"In the Senate"
1769713,2023-06-29,Senate,11,"Referred to CONSUMER PROTECTION AND PROFESSIONAL LICENSURE"
1769713,2023-12-13,Senate,12,"Reported as committed"
1769713,2023-12-13,Senate,13,"First consideration"
1769713,2024-03-18,Senate,14,"Second consideration"
1769713,2024-03-18,Senate,15,"Re-referred to APPROPRIATIONS"
1769713,2024-03-18,Senate,16,"Re-reported as committed"
1769713,2024-04-08,Senate,17,"Third consideration and final passage (48-0)"
1769713,2024-04-09,Senate,18,"Signed in House"
1769713,2024-04-09,Senate,19,"Signed in Senate"
1769713,2024-04-10,Senate,20,"Presented to the Governor"
1769713,2024-04-15,Senate,21,"Approved by the Governor"
1769713,2024-04-15,Senate,22,"Act No. 5 of 2024"
1769716,2023-06-02,House,1,"Referred to LOCAL GOVERNMENT"
1769716,2023-10-18,House,2,"Reported as committed"
1769716,2023-10-18,House,3,"First consideration"
1769716,2023-10-18,House,4,"Laid on the table"
1769721,2023-06-02,House,1,"Referred to JUDICIARY"
1769729,2023-06-01,Senate,1,"Referred to LABOR AND INDUSTRY"
1769729,2023-06-07,Senate,2,"Reported as committed"
1769729,2023-06-07,Senate,3,"First consideration"
1769729,2023-06-19,Senate,4,"Second consideration"
1769729,2023-06-19,Senate,5,"Re-referred to APPROPRIATIONS"
1769729,2023-06-26,Senate,6,"Re-reported as committed"
1769729,2023-06-28,Senate,7,"Third consideration and final passage (49-1)"
1769729,2023-06-28,House,8,"In the House"
1769729,2023-06-28,House,9,"Referred to LABOR AND INDUSTRY"
1769733,2023-06-02,House,1,"Referred to VETERANS AFFAIRS AND EMERGENCY PREPAREDNESS"
1769733,2023-09-26,House,2,"Reported as committed"
1769733,2023-11-15,House,3,"Adopted (202-1)"
1769737,2023-06-02,House,1,"Referred to HUMAN SERVICES"
1769737,2023-09-26,House,2,"Reported as committed"
1769737,2023-12-10,House,3,"Laid on the table (Pursuant to House Rule 71)"
1769741,2023-06-02,House,1,"Referred to HOUSING AND COMMUNITY DEVELOPMENT"
1769741,2023-06-13,House,2,"Reported as committed"
1769741,2023-06-26,House,3,"Adopted (166-37)"
1769748,2023-06-01,Senate,1,"Referred to LOCAL GOVERNMENT"
1769748,2023-06-06,Senate,2,"Reported as committed"
1769748,2023-06-06,Senate,3,"First consideration"
1769748,2023-06-07,Senate,4,"Second consideration"
1769748,2023-06-07,Senate,5,"Re-referred to APPROPRIATIONS"
1769748,2023-09-18,Senate,6,"Re-reported as committed"
1769748,2023-10-02,Senate,7,"Third consideration and final passage (49-0)"
1769748,2023-10-02,House,8,"In the House"
1769748,2023-10-03,House,9,"Referred to LOCAL GOVERNMENT"
1769748,2024-05-22,House,10,"Reported as committed"
1769748,2024-05-22,House,11,"First consideration"
1769748,2024-05-22,House,12,"Laid on the table"
1769751,2023-06-01,Senate,1,"Referred to LOCAL GOVERNMENT"
1769751,2023-06-06,Senate,2,"Reported as committed"
1769751,2023-06-06,Senate,3,"First consideration"
1769751,2023-06-07,Senate,4,"Second consideration"
1769751,2023-06-07,Senate,5,"Re-referred to APPROPRIATIONS"
1769751,2023-06-21,Senate,6,"Re-reported as committed"
1769751,2023-06-22,Senate,7,"Third consideration and final passage (48-0)"
1769751,2023-06-22,House,8,"In the House"
1769751,2023-06-23,House,9,"Referred to LOCAL GOVERNMENT"
1769751,2023-10-18,House,10,"Reported as committed"
1769751,2023-10-18,House,11,"First consideration"
1769751,2023-10-18,House,12,"Laid on the table"
1769751,2023-12-12,House,13,"Removed from table"
1769751,2023-12-13,House,14,"Second consideration"
1769751,2023-12-13,House,15,"Re-referred to APPROPRIATIONS"
1769751,2024-03-18,House,16,"Re-reported as committed"
1769751,2024-03-18,House,17,"Third consideration and final passage (135-66)"
1769751,2024-03-18,House,18,"Signed in Senate"
1769751,2024-03-19,House,19,"Signed in House"
1769751,2024-03-20,House,20,"Presented to the Governor"
1769751,2024-03-28,House,21,"Approved by the Governor"
1769751,2024-03-28,House,22,"Act No. 2 of 2024"
1769757,2023-06-02,House,1,"Referred to JUDICIARY"
1769757,2023-06-27,House,2,"Reported as committed"
1769757,2023-06-27,House,3,"First consideration"
1769757,2023-06-27,House,4,"Re-committed to RULES"
1769757,2023-06-28,House,5,"Re-reported as committed"
1769757,2023-06-28,House,6,"Second consideration"
1769757,2023-06-28,House,7,"Re-committed to APPROPRIATIONS"
1769757,2023-06-29,House,8,"Re-reported as committed"
1769757,2023-06-29,House,9,"Third consideration and final passage (154-49)"
1769757,2023-06-29,Senate,10,"In the Senate"
1769757,2023-07-06,Senate,11,"Referred to LAW AND JUSTICE"
1769761,2023-06-02,House,1,"Referred to JUDICIARY"
1769766,2023-06-02,House,1,"Referred to EDUCATION"
1769766,2023-06-06,House,2,"Reported as committed"
1769766,2023-07-07,House,3,"Laid on the table (Pursuant to House Rule 71)"
1769772,2023-06-01,Senate,1,"Referred to RULES AND EXECUTIVE NOMINATIONS"
1769776,2023-06-01,House,1,"Referred to STATE GOVERNMENT"
1769776,2023-06-05,House,2,"Reported as committed"
1769776,2023-06-12,House,3,"Adopted (159-44)"
1769825,2023-06-02,Senate,1,"Referred to TRANSPORTATION"
1769828,2023-06-02,Senate,1,"Referred to LAW AND JUSTICE"
1769830,2023-06-02,Senate,1,"Referred to ENVIRONMENTAL RESOURCES AND ENERGY"
1769834,2023-06-02,Senate,1,"Referred to BANKING AND INSURANCE"
1769834,2023-06-27,Senate,2,"Reported as amended"
1769834,2023-06-27,Senate,3,"First consideration"
1769834,2023-10-04,Senate,4,"Second consideration"
1769834,2023-10-04,Senate,5,"Re-referred to APPROPRIATIONS"
1769834,2024-05-07,Senate,6,"Re-reported as committed"
1769834,2024-05-07,Senate,7,"Amended on third consideration (50-0)"
1769834,2024-05-08,Senate,8,"Third consideration and final passage (47-1)"
1769834,2024-05-08,House,9,"In the House"
1769834,2024-05-09,House,10,"Referred to HEALTH"
1769834,2024-05-21,House,11,"Reported with request to re-refer to INSURANCE"
1769834,2024-05-21,House,12,"Re-referred to INSURANCE"
1769834,2024-06-03,House,13,"Reported as amended"
1769834,2024-06-03,House,14,"First consideration"
1769834,2024-06-03,House,15,"Laid on the table"
1769834,2024-06-11,House,16,"Removed from table"
1769834,2024-06-12,House,17,"Second consideration"
1769834,2024-06-12,House,18,"Re-referred to APPROPRIATIONS"
1769834,2024-06-24,House,19,"Re-reported as committed"
1769834,2024-06-24,House,20,"Third consideration and final passage (194-8)"
1769834,2024-06-24,Senate,21,"In the Senate"
1769834,2024-06-25,Senate,22,"Referred to RULES AND EXECUTIVE NOMINATIONS"
1769834,2024-06-25,Senate,23,"Re-reported on concurrence, as committed"
1769834,2024-06-26,Senate,24,"Senate concurred in House amendments (49-1)"
1769834,2024-06-26,Senate,25,"Signed in Senate"
1769834,2024-06-27,Senate,26,"Signed in House"
1769834,2024-06-27,Senate,27,"Presented to the Governor"
1769834,2024-07-03,Senate,28,"Approved by the Governor"
1769834,2024-07-03,Senate,29,"Act No. 42 of 2024"
1769837,2023-06-02,Senate,1,"Referred to HEALTH AND HUMAN SERVICES"
1769839,2023-06-02,Senate,1,"Referred to HEALTH AND HUMAN SERVICES"
1769839,2023-10-03,Senate,2,"Reported as amended"
1769839,2023-10-03,Senate,3,"First consideration"
1769839,2023-11-13,Senate,4,"Second consideration"
1769839,2023-11-13,Senate,5,"Re-referred to APPROPRIATIONS"
1769839,2023-12-12,Senate,6,"Re-reported as committed"
1769839,2023-12-12,Senate,7,"Third consideration and final passage (50-0)"
1769839,2023-12-12,House,8,"In the House"
1769839,2023-12-12,House,9,"Referred to HUMAN SERVICES"
1769839,2024-04-29,House,10,"Reported with request to re-refer to HEALTH"
1769839,2024-04-29,House,11,"Re-referred to HEALTH"
1769839,2024-04-30,House,12,"Reported as committed"
1769839,2024-04-30,House,13,"First consideration"
1769839,2024-04-30,House,14,"Laid on the table"
1769839,2024-05-07,House,15,"Removed from table"
1769839,2024-05-08,House,16,"Second consideration"
1769839,2024-05-08,House,17,"Re-referred to APPROPRIATIONS"
1769839,2024-05-21,House,18,"Re-reported as committed"
1769839,2024-05-21,House,19,"Third consideration and final passage (119-83)"
1769839,2024-06-03,House,20,"Signed in Senate"
1769839,2024-06-04,House,21,"Signed in House"
1769839,2024-06-04,House,22,"Presented to the Governor"
1769839,2024-06-10,House,23,"Approved by the Governor"
1769839,2024-06-10,House,24,"Act No. 22 of 2024"
1769842,2023-06-02,Senate,1,"Referred to JUDICIARY"
1769845,2023-06-02,Senate,1,"Referred to STATE GOVERNMENT"
1769846,2023-06-02,Senate,1,"Referred to FINANCE"
1769848,2023-06-02,Senate,1,"Referred to STATE GOVERNMENT"
1769849,2023-06-02,Senate,1,"Referred to LABOR AND INDUSTRY"
1769853,2023-06-02,Senate,1,"Referred to STATE GOVERNMENT"
1769853,2023-09-19,Senate,2,"Reported as committed"
1769853,2023-09-19,Senate,3,"First consideration"
1769853,2023-10-25,Senate,4,"Laid on the table (Pursuant to Senate Rule 9)"
1769856,2023-06-02,Senate,1,"Referred to HEALTH AND HUMAN SERVICES"
1769856,2023-06-06,Senate,2,"Reported as committed"
1769856,2023-06-27,Senate,3,"Adopted (49-0)"
1769856,2023-07-07,Senate,4,"Transmitted as directed"
1769859,2023-06-05,House,1,"Referred to STATE GOVERNMENT"
1769862,2023-06-05,House,1,"Referred to LOCAL GOVERNMENT"
1769862,2023-06-14,House,2,"Reported as committed"
1769862,2023-06-14,House,3,"First consideration"
1769862,2023-06-14,House,4,"Re-committed to RULES"
1769862,2023-06-28,House,5,"Re-reported as committed"
1769862,2023-10-16,House,6,"Laid on the table (Pursuant to House Rule 71)"
1769866,2023-06-02,Senate,1,"Referred to INTERGOVERNMENTAL OPERATIONS"
1769868,2023-06-02,Senate,1,"Referred to LAW AND JUSTICE"
1769868,2023-06-21,Senate,2,"Reported as committed"
1769868,2023-06-21,Senate,3,"First consideration"
1769868,2023-06-22,Senate,4,"Second consideration"
1769868,2023-06-22,Senate,5,"Re-referred to APPROPRIATIONS"
1769871,2023-06-02,Senate,1,"Referred to HEALTH AND HUMAN SERVICES"
1769873,2023-06-02,Senate,1,"Referred to STATE GOVERNMENT"
1769876,2023-06-02,Senate,1,"Referred to STATE GOVERNMENT"
1769879,2023-06-02,Senate,1,"Referred to HEALTH AND HUMAN SERVICES"
1769881,2023-06-05,House,1,"Referred to HEALTH"
1769881,2023-09-27,House,2,"Reported as committed"
1769881,2023-11-15,House,3,"Adopted (202-1)"
1769882,2023-06-02,Senate,1,"Referred to JUDICIARY"
1769885,2023-06-05,House,1,"Referred to JUDICIARY"
1769887,2023-06-02,Senate,1,"Referred to LABOR AND INDUSTRY"
1769889,2023-06-02,Senate,1,"Referred to JUDICIARY"
1769891,2023-06-02,Senate,1,"Referred to FINANCE"
1769897,2023-06-05,House,1,"Referred to FINANCE"
1769907,2023-06-05,House,1,"Referred to CONSUMER PROTECTION, TECHNOLOGY AND UTILITIES"
1769921,2023-06-02,House,1,"Referred to HUMAN SERVICES"
1769921,2023-06-07,House,2,"Reported as committed"
1769921,2023-06-07,House,3,"First consideration"
1769921,2023-06-07,House,4,"Re-committed to RULES"
1769921,2023-06-13,House,5,"Re-reported as committed"
1769921,2023-06-13,House,6,"Second consideration"
1769921,2023-06-13,House,7,"Re-committed to APPROPRIATIONS"
1769921,2023-06-14,House,8,"Re-reported as committed"
1769921,2023-06-14,House,9,"Third consideration and final passage (113-90)"
1769921,2023-06-14,Senate,10,"In the Senate"
1769921,2023-06-29,Senate,11,"Referred to HEALTH AND HUMAN SERVICES"
1769931,2023-06-02,House,1,"Referred to VETERANS AFFAIRS AND EMERGENCY PREPAREDNESS"
1769931,2023-06-07,House,2,"Reported as committed"
1769931,2023-06-07,House,3,"First consideration"
1769931,2023-06-07,House,4,"Re-committed to RULES"
1769931,2023-06-13,House,5,"Re-reported as committed"
1769931,2023-06-13,House,6,"Second consideration"
1769931,2023-06-13,House,7,"Re-committed to APPROPRIATIONS"
1769931,2023-06-14,House,8,"Re-reported as committed"
1769931,2023-06-14,House,9,"Third consideration and final passage (121-82)"
1769931,2023-06-14,Senate,10,"In the Senate"
1769931,2023-06-20,Senate,11,"Referred to VETERANS AFFAIRS AND EMERGENCY PREPAREDNESS"
1769931,2023-11-13,Senate,12,"Reported as amended"
