bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1769215,1348034,2023-06-28,House,"House Judiciary: Report Bill As Amended",12,9,0,0,21
1769215,1355196,2023-09-26,House,"House Floor: HB 1278 PN 1764, 2023 A2085",102,100,0,0,202
1769215,1355197,2023-09-26,House,"House Floor: HB 1278 PN 1764, 2023 A1835",201,1,0,0,202
1769215,1355277,2023-09-27,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1769215,1356079,2023-10-16,House,"House Floor: HB 1278 PN 2037, FINAL PASSAGE",110,93,0,0,203
1769215,1357597,2023-11-14,Senate,"Senate Judiciary: Reported as Amended",9,5,0,0,14
1769215,1357598,2023-11-14,Senate,"Senate Judiciary: Adopt Amendment A02671",9,5,0,0,14
1769215,1362150,2023-12-11,Senate,"Senate Appropriations: Re-Reported as Committed",20,4,0,0,24
1769215,1362273,2023-12-11,Senate,"Senate Floor: HB 1278 PN 2303, Final Passage",40,8,0,2,50
1769215,1362336,2023-12-12,House,"House Rules: Re-report Bill As Committed",18,15,0,0,33
1769215,1362462,2023-12-12,House,"House Floor: HB 1278 PN 2303, CONCURRENCE",181,22,0,0,203
1769223,1339471,2023-06-06,House,"House Finance: Report Bill As Committed",12,9,0,0,21
1769223,1340582,2023-06-07,House,"House Rules: Re-report Bill As Committed",18,15,0,0,33
1769223,1342937,2023-06-12,House,"House Floor: HB 1272 PN 1389, FINAL PASSAGE",122,81,0,0,203
1769223,1342938,2023-06-12,House,"House Appropriations: Re-report Bill As Committed",22,15,0,0,37
1769280,1345547,2023-06-20,House,"House Agriculture And Rural Affairs: Report Bill As Committed",20,0,1,0,21
1769280,1346425,2023-06-22,House,"House Floor: HR 132 PN 1403",202,1,0,0,203
1769355,1343974,2023-06-14,House,"House Judiciary: Report Bill As Committed",21,0,0,0,21
1769355,1346123,2023-06-21,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1769355,1347392,2023-06-26,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1769355,1347477,2023-06-26,House,"House Floor: HB 1280 PN 1396, FINAL PASSAGE",203,0,0,0,203
1769355,1362221,2023-12-11,Senate,"Senate Law And Justice: Reported as Committed",11,0,0,0,11
1769402,1343370,2023-06-06,House,"House Environmental Resources And Energy: Report Bill As Committed",12,9,0,0,21
1769414,1338240,2023-06-05,House,"House Transportation: Report Bill As Committed",21,0,0,0,21
1769414,1344018,2023-06-14,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1769414,1345348,2023-06-20,House,"House Floor: HB 1283 PN 1399, FINAL PASSAGE",198,5,0,0,203
1769414,1468486,2024-10-09,Senate,"Senate Transportation: Reported as Committed",14,0,0,0,14
1769428,1342496,2023-06-12,House,"House Transportation: Report Bill As Amended",21,0,0,0,21
1769428,1342497,2023-06-12,House,"House Transportation: Adopt Amendment A00917",21,0,0,0,21
1769428,1345957,2023-06-21,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1769428,1346412,2023-06-22,House,"House Floor: HB 1284 PN 1531, 2023 A1193",203,0,0,0,203
1769428,1346413,2023-06-22,House,"House Floor: HB 1284 PN 1531, 2023 A1195",203,0,0,0,203
1769428,1347411,2023-06-26,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1769428,1347552,2023-06-26,House,"House Floor: HB 1284 PN 1678, FINAL PASSAGE",141,62,0,0,203
1769428,1356400,2023-10-24,Senate,"Senate Transportation: Reported as Amended",13,1,0,0,14
1769428,1356401,2023-10-24,Senate,"Senate Transportation: Adopt Amendment A02636",8,6,0,0,14
1769428,1362393,2023-12-12,Senate,"Senate Transportation: Adopt Amendment A03319",14,0,0,0,14
1769428,1362394,2023-12-12,Senate,"Senate Transportation: Re-Reported as Amended",14,0,0,0,14
1769428,1362605,2023-12-13,House,"House Floor: HB 1284 PN 2431, CONCURRENCE",121,82,0,0,203
1769428,1362606,2023-12-13,Senate,"Senate Floor: HB 1284 PN 2431, Final Passage",47,3,0,0,50
1769428,1362607,2023-12-13,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1769428,1362608,2023-12-13,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1769472,1347686,2023-06-27,Senate,"Senate Transportation: Reported as Amended",14,0,0,0,14
1769472,1347687,2023-06-27,Senate,"Senate Transportation: Adopt Amendment A01458",14,0,0,0,14
1769488,1345814,2023-06-21,House,"House Judiciary: Adopt Amendment A01117",21,0,0,0,21
1769488,1345815,2023-06-21,House,"House Judiciary: Report Bill As Amended",12,9,0,0,21
1769488,1347591,2023-06-27,House,"House Rules: Re-report Bill As Committed",32,0,1,0,33
1769488,1347770,2023-06-27,House,"House Floor: HB 1289 PN 1651, 2023 A1355",199,4,0,0,203
1769488,1348083,2023-06-28,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1769488,1348245,2023-06-28,House,"House Floor: HB 1289 PN 1757, FINAL PASSAGE",200,3,0,0,203
1769488,1362285,2023-12-11,Senate,"Senate Judiciary: Reported as Committed",13,0,1,0,14
1769488,1362601,2023-12-13,Senate,"Senate Floor: HB 1289 PN 1757, Final Passage",50,0,0,0,50
1769492,1339046,2023-06-06,Senate,"Senate Agriculture And Rural Affairs: Reported as Amended A00817",11,0,0,0,11
1769492,1345170,2023-06-19,Senate,"Senate Floor: SB 746 PN 835, 2023 A1140, VOGEL Amendment No. A-1140",47,3,0,0,50
1769492,1345171,2023-06-19,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1769492,1345454,2023-06-20,Senate,"Senate Floor: SB 746 PN 915, Final Passage",43,7,0,0,50
1769492,1346067,2023-06-21,House,"House Agriculture And Rural Affairs: Report Bill As Committed",17,3,1,0,21
1769492,1347742,2023-06-27,House,"House Floor: SB 746 PN 915, 2023 A1309",81,122,0,0,203
1769492,1347743,2023-06-27,House,"House Floor: SB 746 PN 915, 2023 A1442",99,104,0,0,203
1769492,1347744,2023-06-27,House,"House Floor: SB 746 PN 915, 2023 A1444",99,104,0,0,203
1769492,1347745,2023-06-27,House,"House Floor: SB 746 PN 915, 2023 A1459",99,104,0,0,203
1769492,1356239,2023-10-18,House,"House Floor: SB 746 PN 915, FINAL PASSAGE",143,60,0,0,203
1769492,1356240,2023-10-18,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1769602,1461913,2024-07-01,House,"House Education: Report Bill As Committed",25,0,0,0,25
1769602,1462899,2024-07-10,House,"House Floor: HB 1293 PN 1410, 2023 A5477, MOTION TO APPEAL RULING OF THE CHAIR",102,100,0,1,203
1769602,1462900,2024-07-10,House,"House Floor: HB 1293 PN 1410, 2023 A5426",202,0,0,1,203
1769602,1462901,2024-07-10,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1769602,1462969,2024-07-11,House,"House Floor: HB 1293 PN 3502, FINAL PASSAGE",196,6,0,1,203
1769602,1462970,2024-07-11,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1769613,1348628,2023-06-29,House,"House Transportation: Report Bill As Amended",21,0,0,0,21
1769613,1348787,2023-06-29,House,"House Transportation: Adopt Amendment A01562",21,0,0,0,21
1769613,1355214,2023-09-26,House,"House Floor: HB 1291 PN 1788, 2023 A2088, MOTION TO SUSPEND RULES",101,101,0,0,202
1769613,1355215,2023-09-26,House,"House Floor: HB 1291 PN 1788, 2023 A2119, MOTION TO SUSPEND RULES",101,101,0,0,202
1769613,1355279,2023-09-27,House,"House Floor: HB 1291 PN 1788, FINAL PASSAGE",161,41,0,0,202
1769613,1355280,2023-09-27,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1769646,1340692,2023-06-07,Senate,"Senate Finance: Reported as Committed",8,3,0,0,11
1769646,1452588,2024-06-03,Senate,"Senate Appropriations: Adopt Amendment A04598",24,0,0,0,24
1769646,1452589,2024-06-03,Senate,"Senate Appropriations: Re-Reported as Amended",20,4,0,0,24
1769646,1453262,2024-06-04,Senate,"Senate Floor: SB 742 PN 1671, Final Passage",37,13,0,0,50
1769698,1347661,2023-06-27,House,"House Judiciary: Adopt Amendment A12345",21,0,0,0,21
1769698,1347662,2023-06-27,House,"House Judiciary: Report Bill As Amended",21,0,0,0,21
1769698,1348035,2023-06-28,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1769701,1339043,2023-06-06,Senate,"Senate Local Government: Reported as Committed",11,0,0,0,11
1769701,1354887,2023-09-18,Senate,"Senate Appropriations: Re-Reported as Committed",22,0,2,0,24
1769701,1355486,2023-10-02,Senate,"Senate Floor: SB 754 PN 799, Final Passage",49,0,0,1,50
1769706,1355268,2023-09-27,House,"House Health: Report Bill As Committed",25,0,0,0,25
1769713,1340873,2023-06-07,House,"House Professional Licensure: Adopt Amendment A00839",21,0,0,0,21
1769713,1340874,2023-06-07,House,"House Professional Licensure: Report Bill As Amended",21,0,0,0,21
1769713,1344089,2023-06-14,House,"House Floor: HB 1295 PN 1469, 2023 A892",203,0,0,0,203
1769713,1344090,2023-06-14,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1769713,1345327,2023-06-20,House,"House Floor: HB 1295 PN 1597, FINAL PASSAGE",177,26,0,0,203
1769713,1345328,2023-06-20,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1769713,1362495,2023-12-13,Senate,"Senate Consumer Protection And Professional Licensure: Reported as Committed",14,0,0,0,14
1769713,1410262,2024-03-18,Senate,"Senate Appropriations: Re-Reported as Committed",23,0,1,0,24
1769713,1421955,2024-04-08,Senate,"Senate Floor: HB 1295 PN 1597, Final Passage",48,0,0,2,50
1769716,1356312,2023-10-18,House,"House Local Government: Report Bill As Committed",25,0,0,0,25
1769729,1340650,2023-06-07,Senate,"Senate Labor And Industry: Reported as Committed",11,0,0,0,11
1769729,1347431,2023-06-26,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1769729,1348232,2023-06-28,Senate,"Senate Floor: SB 756 PN 797, Final Passage",49,1,0,0,50
1769733,1355242,2023-09-26,House,"House Veterans Affairs And Emergency Preparedness: Report Bill As Committed",25,0,0,0,25
1769733,1357715,2023-11-15,House,"House Floor: HR 138 PN 1424",202,1,0,0,203
1769737,1355203,2023-09-26,House,"House Human Services: Report Bill As Committed",25,0,0,0,25
1769741,1343641,2023-06-13,House,"House Housing And Community Development: Report Bill As Committed",21,0,0,0,21
1769741,1347565,2023-06-26,House,"House Floor: HR 139 PN 1425",166,37,0,0,203
1769748,1339055,2023-06-06,Senate,"Senate Local Government: Reported as Committed",11,0,0,0,11
1769748,1354877,2023-09-18,Senate,"Senate Appropriations: Re-Reported as Committed",22,0,2,0,24
1769748,1355483,2023-10-02,Senate,"Senate Floor: SB 749 PN 798, Final Passage",49,0,0,1,50
1769748,1449395,2024-05-22,House,"House Local Government: Report Bill As Committed",25,0,0,0,25
1769751,1339045,2023-06-06,Senate,"Senate Local Government: Reported as Committed",11,0,0,0,11
1769751,1345776,2023-06-21,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1769751,1346916,2023-06-22,Senate,"Senate Floor: SB 753 PN 800, Final Passage",48,0,0,2,50
1769751,1356290,2023-10-18,House,"House Local Government: Bring Up The Bill For Consideration",25,0,0,0,25
1769751,1410122,2024-03-18,House,"House Floor: SB 753 PN 800, FINAL PASSAGE",135,66,0,1,202
1769751,1410123,2024-03-18,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1769757,1347663,2023-06-27,House,"House Judiciary: Report Bill As Committed",21,0,0,0,21
1769757,1348196,2023-06-28,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1769757,1348678,2023-06-29,House,"House Floor: HB 1296 PN 1416, FINAL PASSAGE",154,49,0,0,203
1769757,1348679,2023-06-29,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1769766,1342501,2023-06-06,House,"House Education: Report Bill As Amended",21,0,0,0,21
1769776,1339097,2023-06-05,House,"House State Government: Report Bill As Committed",12,9,0,0,21
1769776,1343157,2023-06-12,House,"House Floor: HR 133 PN 1414",159,44,0,0,203
1769834,1347680,2023-06-27,Senate,"Senate Banking And Insurance: Reported as Amended",13,0,1,0,14
1769834,1347681,2023-06-27,Senate,"Senate Banking And Insurance: Adopt Amendment A01268",13,0,1,0,14
1769834,1440175,2024-05-07,Senate,"Senate Floor: SB 739 PN 981, 2023 A4347, VOGEL Amendment No. A-4347",50,0,0,0,50
1769834,1440176,2024-05-07,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1769834,1440922,2024-05-08,Senate,"Senate Floor: SB 739 PN 1590, Final Passage",47,1,0,2,50
1769834,1445593,2024-05-21,House,"House Health: Re-refer Bill To Another Committee",25,0,0,0,25
1769834,1452857,2024-06-03,House,"House Insurance: Adopt Amendment A04588",25,0,0,0,25
1769834,1452858,2024-06-03,House,"House Insurance: Report Bill As Amended",25,0,0,0,25
1769834,1458896,2024-06-24,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1769834,1459075,2024-06-24,House,"House Floor: SB 739 PN 1670, FINAL PASSAGE",194,8,0,1,203
1769834,1459850,2024-06-25,Senate,"Senate Rules And Executive Nominations: Re-Reported as Committed",17,0,0,0,17
1769834,1460442,2024-06-26,Senate,"Senate Floor: SB 739 PN 1670, Concur in House Amendments",49,1,0,0,50
1769839,1355564,2023-10-03,Senate,"Senate Health And Human Services: Reported as Amended",11,0,0,0,11
1769839,1355565,2023-10-03,Senate,"Senate Health And Human Services: Adopt Amendment A02270",11,0,0,0,11
1769839,1362390,2023-12-12,Senate,"Senate Floor: SB 721 PN 1147, Final Passage",50,0,0,0,50
1769839,1362391,2023-12-12,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1769839,1436428,2024-04-30,House,"House Health: Report Bill As Committed",17,8,0,0,25
1769839,1444908,2024-04-29,House,"House Human Services: Re-refer Bill To Another Committee",25,0,0,0,25
1769839,1445691,2024-05-21,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1769839,1446158,2024-05-21,House,"House Floor: SB 721 PN 1147, FINAL PASSAGE",119,83,0,1,203
1769853,1354924,2023-09-19,Senate,"Senate State Government: Reported as Committed",10,0,1,0,11
1769856,1339831,2023-06-06,Senate,"Senate Health And Human Services: Reported as Committed",10,0,1,0,11
1769856,1347980,2023-06-27,Senate,"Senate Floor: SR 120 PN 805",49,0,0,1,50
1769862,1344582,2023-06-14,House,"House Local Government: Re-report Bill As Committed",21,0,0,0,21
1769862,1348252,2023-06-28,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1769868,1346007,2023-06-21,Senate,"Senate Law And Justice: Reported as Committed",11,0,0,0,11
1769881,1355273,2023-09-27,House,"House Health: Report Bill As Committed",25,0,0,0,25
1769881,1357767,2023-11-15,House,"House Floor: HR 141 PN 1432",202,1,0,0,203
1769921,1340442,2023-06-07,House,"House Human Services: Report Bill As Committed",14,7,0,0,21
1769921,1343387,2023-06-13,House,"House Rules: Re-report Bill As Committed",18,15,0,0,33
1769921,1343959,2023-06-14,House,"House Appropriations: Re-report Bill As Committed",24,13,0,0,37
1769921,1344114,2023-06-14,House,"House Floor: HB 1305 PN 1427, FINAL PASSAGE",113,90,0,0,203
1769931,1340634,2023-06-07,House,"House Veterans Affairs And Emergency Preparedness: Postpone Consideration",9,12,0,0,21
1769931,1340635,2023-06-07,House,"House Veterans Affairs And Emergency Preparedness: Report Bill As Committed",13,8,0,0,21
1769931,1343301,2023-06-13,House,"House Rules: Re-report Bill As Committed",18,15,0,0,33
1769931,1343951,2023-06-14,House,"House Appropriations: Re-report Bill As Committed",24,13,0,0,37
1769931,1344085,2023-06-14,House,"House Floor: HB 1304 PN 1426, FINAL PASSAGE",121,82,0,0,203
1769931,1357436,2023-11-13,Senate,"Senate Veterans Affairs And Emergency Preparedness: Reported as Amended",11,0,0,0,11
1769931,1357437,2023-11-13,Senate,"Senate Veterans Affairs And Emergency Preparedness: Adopt Amendment A02924",7,4,0,0,11
1769931,1468394,2024-10-08,Senate,"Senate Veterans Affairs And Emergency Preparedness: Reported as Amended",11,0,0,0,11
1769931,1468395,2024-10-08,Senate,"Senate Veterans Affairs And Emergency Preparedness: Adopt Amendment A05659",11,0,0,0,11
1769931,1468838,2024-10-22,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1770010,1340750,2023-06-07,Senate,"Senate Finance: Reported as Committed",11,0,0,0,11
1770010,1352424,2023-08-30,Senate,"Senate Floor: SB 757 PN 1058, Motion to Suspend Rule 12",30,17,0,3,50
1770010,1352425,2023-08-30,Senate,"Senate Floor: SB 757 PN 1058, Final Passage",28,19,0,3,50
1770010,1352426,2023-08-30,Senate,"Senate Appropriations: Motion to Table Amendment A01926 to Amendment A01921 to Senate Bill 757 A01926",15,8,1,0,24
1770010,1352427,2023-08-30,Senate,"Senate Appropriations: Adopt Amendment A01921",15,8,1,0,24
1770010,1352428,2023-08-30,Senate,"Senate Appropriations: Re-Reported as Amended",15,8,1,0,24
1770046,1340435,2023-06-07,Senate,"Senate Finance: Reported as Committed",11,0,0,0,11
1770083,1343470,2023-06-13,House,"House Housing And Community Development: Report Bill As Amended",21,0,0,0,21
1770083,1343471,2023-06-13,House,"House Housing And Community Development: Adopt Amendment A00886",21,0,0,0,21
1770083,1347463,2023-06-26,House,"House Floor: HB 1316 PN 1563, 2023 A1307",101,102,0,0,203
1770083,1347464,2023-06-26,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1770083,1347763,2023-06-27,House,"House Floor: HB 1316 PN 1563, FINAL PASSAGE",128,75,0,0,203
1770083,1347764,2023-06-27,House,"House Appropriations: Re-report Bill As Committed",23,14,0,0,37
1770128,1345172,2023-06-19,Senate,"Senate Education: Reported as Committed",7,4,0,0,11
1770128,1347765,2023-06-27,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1770128,1348068,2023-06-28,Senate,"Senate Floor: SB 750 PN 972, Final Passage",46,4,0,0,50
1770164,1340545,2023-06-07,Senate,"Senate Transportation: Reported as Committed",14,0,0,0,14
1770164,1345204,2023-06-19,Senate,"Senate Floor: SB 770 PN 828, Motion to agree to the bill on second consideration",50,0,0,0,50
1770164,1345481,2023-06-20,Senate,"Senate Floor: SB 770 PN 828, Final Passage",50,0,0,0,50
1770280,1355329,2023-09-27,House,"House Health: Report Bill As Amended",22,3,0,0,25
1770280,1355330,2023-09-27,House,"House Health: Adopt Amendment A02054",24,1,0,0,25
1770300,1347384,2023-06-26,House,"House Veterans Affairs And Emergency Preparedness: Report Bill As Committed",21,0,0,0,21
1770306,1343910,2023-06-14,House,"House Veterans Affairs And Emergency Preparedness: Re-refer Bill To Another Committee",21,0,0,0,21
1770340,1345929,2023-06-21,Senate,"Senate Local Government: Reported as Committed",11,0,0,0,11
1770340,1347768,2023-06-27,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1770340,1348080,2023-06-28,Senate,"Senate Floor: SB 740 PN 856, Final Passage",50,0,0,0,50
1770340,1357815,2023-11-15,House,"House Local Government: Report Bill As Committed",24,0,1,0,25
1770340,1412330,2024-03-20,House,"House Floor: SB 740 PN 856, FINAL PASSAGE",199,2,0,1,202
1770340,1412331,2024-03-20,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1770347,1356394,2023-10-24,Senate,"Senate Health And Human Services: Reported as Committed",10,1,0,0,11
1770354,1347665,2023-06-27,Senate,"Senate Judiciary: Reported as Amended",14,0,0,0,14
1770354,1347666,2023-06-27,Senate,"Senate Judiciary: Adopt Amendment A01497",14,0,0,0,14
1770354,1348116,2023-06-28,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1770354,1348929,2023-06-29,Senate,"Senate Floor: SB 44 PN 976, Final Passage",50,0,0,0,50
1770354,1362135,2023-12-08,House,"House Judiciary: Report Bill As Amended",25,0,0,0,25
1770354,1362136,2023-12-08,House,"House Judiciary: Adopt Amendment A03103",25,0,0,0,25
1770354,1362567,2023-12-13,House,"House Floor: SB 44 PN 1264, FINAL PASSAGE",203,0,0,0,203
1770354,1362568,2023-12-13,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1770354,1362667,2023-12-13,Senate,"Senate Floor: SB 44 PN 1264, Concur in House Amendments",50,0,0,0,50
1770354,1362668,2023-12-13,Senate,"Senate Rules And Executive Nominations: Re-Reported as Committed",17,0,0,0,17
1770365,1355856,2023-10-03,House,"House Professional Licensure: Re-refer Bill To Another Committee",25,0,0,0,25
1770379,1343279,2023-06-13,House,"House Education: Adopt Amendment A00924",21,0,0,0,21
1770379,1343280,2023-06-13,House,"House Education: Report Bill As Amended A00924",21,0,0,0,21
1770379,1345994,2023-06-21,House,"House Floor: HB 1331 PN 1548, 2023 A1120",203,0,0,0,203
1770379,1345995,2023-06-21,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1770379,1346771,2023-06-22,House,"House Floor: HB 1331 PN 1653, FINAL PASSAGE",141,62,0,0,203
1770379,1346772,2023-06-22,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1770385,1345839,2023-06-21,Senate,"Senate Local Government: Reported as Amended",11,0,0,0,11
1770385,1345840,2023-06-21,Senate,"Senate Local Government: Adopt Amendment A01092",11,0,0,0,11
1770563,1343493,2023-06-13,House,"House Labor And Industry: Report Bill As Committed",21,0,0,0,21
1770563,1347387,2023-06-26,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1770563,1347468,2023-06-26,House,"House Floor: HB 1333 PN 1476, 2023 A1069",203,0,0,0,203
1770563,1347469,2023-06-26,House,"House Floor: HB 1333 PN 1476, 2023 A1274",101,102,0,0,203
1770563,1347470,2023-06-26,House,"House Floor: HB 1333 PN 1476, 2023 A1275",101,102,0,0,203
1770563,1347613,2023-06-27,House,"House Appropriations: Re-report Bill As Committed",22,15,0,0,37
1770563,1347760,2023-06-27,House,"House Floor: HB 1333 PN 1721, FINAL PASSAGE",163,40,0,0,203
1770563,1454025,2024-06-05,Senate,"Senate Labor And Industry: Reported as Committed",11,0,0,0,11
1770563,1455697,2024-06-10,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1770563,1456236,2024-06-11,Senate,"Senate Rules And Executive Nominations: Re-Reported as Amended",17,0,0,0,17
1770563,1456237,2024-06-11,Senate,"Senate Rules And Executive Nominations: Adopt Amendment A04771",17,0,0,0,17
1770563,1456729,2024-06-12,Senate,"Senate Floor: HB 1333 PN 3295, Final Passage",47,1,0,2,50
1770563,1458895,2024-06-24,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1770563,1459442,2024-06-24,House,"House Floor: HB 1333 PN 3295, CONCURRENCE",154,48,0,1,203
1770587,1348261,2023-06-28,House,"House State Government: Report Bill As Amended",21,0,0,0,21
1770587,1348262,2023-06-28,House,"House State Government: Adopt Amendment A01457",21,0,0,0,21
1770648,1345209,2023-06-20,House,"House Transportation: Adopt Amendment A01098",21,0,0,0,21
1770648,1345210,2023-06-20,House,"House Transportation: Report Bill As Amended",21,0,0,0,21
1770648,1355465,2023-10-02,House,"House Floor: HB 1338 PN 1614, FINAL PASSAGE",160,43,0,0,203
1770648,1355466,2023-10-02,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1770648,1462129,2024-07-01,Senate,"Senate Transportation: Reported as Committed",13,1,0,0,14
1770718,1343964,2023-06-14,House,"House Health: Report Bill As Committed",21,0,0,0,21
1770718,1348740,2023-06-29,House,"House Floor: HB 1351 PN 1493, 2023 A1555",203,0,0,0,203
1770718,1348741,2023-06-29,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1770718,1349713,2023-07-06,House,"House Floor: HB 1351 PN 1802, FINAL PASSAGE",193,10,0,0,203
1770718,1349714,2023-07-06,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1770718,1355585,2023-10-03,Senate,"Senate Health And Human Services: Reported as Committed",11,0,0,0,11
1770718,1356068,2023-10-16,Senate,"Senate Rules And Executive Nominations: Re-Reported as Amended",16,0,1,0,17
1770718,1356069,2023-10-16,Senate,"Senate Rules And Executive Nominations: Adopt Amendment A02562",16,0,1,0,17
1770718,1356158,2023-10-17,Senate,"Senate Floor: HB 1351 PN 2159, Final Passage",49,0,0,1,50
1770718,1356159,2023-10-17,Senate,"Senate Appropriations: Re-Reported as Committed",23,0,1,0,24
1770718,1356242,2023-10-18,House,"House Floor: HB 1351 PN 2159, CONCURRENCE",199,4,0,0,203
1770718,1356243,2023-10-18,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1770775,1356790,2023-10-31,House,"House Housing And Community Development: Report Bill As Amended",25,0,0,0,25
1770775,1356791,2023-10-31,House,"House Housing And Community Development: Adopt Amendment A02558",25,0,0,0,25
1770821,1355272,2023-09-27,House,"House Health: Report Bill As Committed",25,0,0,0,25
1770821,1355747,2023-10-04,House,"House Floor: HR 144 PN 1509",202,1,0,0,203
1770833,1343450,2023-06-13,House,"House Labor And Industry: Adopt Amendment A00926",9,12,0,0,21
1770833,1343451,2023-06-13,House,"House Labor And Industry: Adopt Amendment A00927",9,12,0,0,21
1770833,1343452,2023-06-13,House,"House Labor And Industry: Report Bill As Committed",21,0,0,0,21
1770833,1347589,2023-06-27,House,"House Rules: Re-report Bill As Committed",32,0,1,0,33
1770833,1348240,2023-06-28,House,"House Floor: HB 1354 PN 1495, FINAL PASSAGE",180,23,0,0,203
1770833,1348241,2023-06-28,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1770833,1355755,2023-10-04,Senate,"Senate Labor And Industry: Reported as Committed",11,0,0,0,11
1770968,1455674,2024-06-10,House,"House Transportation: Report Bill As Committed",25,0,0,0,25
1771003,1346001,2023-06-21,Senate,"Senate Law And Justice: Reported as Committed",11,0,0,0,11
1771003,1354883,2023-09-18,Senate,"Senate Appropriations: Re-Reported as Committed",20,2,2,0,24
1771003,1354932,2023-09-19,Senate,"Senate Floor: SB 773 PN 860, 2023 A2014, GEBHARD Amendment No. A-2014",46,0,0,4,50
1771003,1355016,2023-09-20,Senate,"Senate Floor: SB 773 PN 1105, Final Passage",44,3,0,3,50
1771003,1356662,2023-10-30,House,"House Health: Adopt Amendment A02792",20,5,0,0,25
1771003,1356663,2023-10-30,House,"House Health: Report Bill As Amended",20,5,0,0,25
1771003,1357567,2023-11-14,House,"House Floor: SB 773 PN 1191, 2023 A2829",101,102,0,0,203
1771003,1357568,2023-11-14,House,"House Floor: SB 773 PN 1191, 2023 A2830",101,102,0,0,203
1771003,1357569,2023-11-14,House,"House Floor: SB 773 PN 1191, 2023 A2914",103,100,0,0,203
1771003,1357692,2023-11-15,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1771003,1357751,2023-11-15,House,"House Floor: SB 773 PN 1229, FINAL PASSAGE",114,89,0,0,203
1771003,1362335,2023-12-12,Senate,"Senate Rules And Executive Nominations: Re-Reported as Committed",15,2,0,0,17
1771003,1362448,2023-12-12,Senate,"Senate Floor: SB 773 PN 1229, Concur in House Amendments",44,6,0,0,50
1771035,1440318,2024-05-07,House,"House Education: Adopt Amendment A04271",15,10,0,0,25
1771035,1440319,2024-05-07,House,"House Education: Report Bill As Amended",15,10,0,0,25
1771035,1452840,2024-06-03,House,"House Floor: HB 1367 PN 3071, 2023 A4430",102,100,0,1,203
1771035,1452841,2024-06-03,House,"House Floor: HB 1367 PN 3071, 2023 A4540",101,101,0,1,203
1771035,1452842,2024-06-03,House,"House Floor: HB 1367 PN 3071, 2023 A4547",101,101,0,1,203
1771035,1453137,2024-06-04,House,"House Appropriations: Re-report Bill As Committed",22,15,0,0,37
1771035,1453580,2024-06-04,House,"House Floor: HB 1367 PN 3211, FINAL PASSAGE",102,100,0,1,203
